1,2172517,キャンベラ
1,2172517,シドニー
1,2158177,メルボルン
2,2179537,ウェリントン
2,2193733,オークランド
3,2198148,スバ
4,7303944,マルキョク
4,7732415,コロール
5,4032402,ヌクアロファ
6,2088122,ポートモレスビー
7,2139521,ヌメア
