360630,EGP,エジプト,カイロ
2538475,MAD,モロッコ,ラバト
2553604,MAD,モロッコ,カサブランカ
2464470,TND,チュニジア,チュニス
2507480,DZD,アルジェリア,アルジェ
2352778,NGN,ナイジェリア,アブジャ
2332459,NGN,ナイジェリア,ラゴス
1040652,MZN,モザンビーク,マプト
964137,ZAR,南アフリカ共和国,プレトリア
993800,ZAR,南アフリカ共和国,ヨハネスブルグ
184745,KES,ケニア,ナイロビ
344979,ETB,エチオピア,アディスアベバ
